"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"modification/wellington_sbc";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";"SBC mk.I";;
"modification/wellington_sbc/desc";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";"Allows the installation of additional 250 lb bombs.";;
"modification/wellington_tc";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";"TC mk.I";;
"modification/wellington_tc/desc";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";"Allows the installation of 2 torpedoes.";;
"modification/winterketten_tank_tracks";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";"Winterketten";;
"modification/winterketten_tank_tracks/desc";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";"Winterketten tracks pack. Additionally improves passing ability.";;
"modification/wirraway_sbc";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";"mk.21";;
"modification/wirraway_sbc/desc";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";"Allows the installation of 250 and 500 kg bombs.";;
"modification/xm_8_protection_improvement";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";"Level 3";;
"modification/xm_8_protection_improvement/desc";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";"Level 3 armor kit";;
"modification/yak_141_r_77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";"R-77";;
"modification/yak_141_r_77/desc";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";"Allows the installation of R-77 air-to-air missiles.";;
"modification/yak_38_b8m1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";"B-8M1";;
"modification/yak_38_b8m1/desc";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";"Allows the installation of additional unguided S-8 rockets.";;
"modification/yak_38_upk23_gunpod";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";"Gun pod UPK-23-250";;
"modification/yak_38_upk23_gunpod/desc";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";"Allows the installation of additional gun pods UPK-23-250.";;
"modification/yak_38_vspu_36_gunpod";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";"Gun pod VSPU-36";;
"modification/yak_38_vspu_36_gunpod/desc";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";"Allows the installation of gun pods VSPU-36.";;
"modification/yak-1_bi-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";;
"modification/yak-1_bi-42/desc";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";"Allows the installation of 50 kg or 100 kg bombs.";;
"modification/yak-1-7b_bi-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";"BI-42";;
"modification/yak-1-7b_bi-42/desc";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";;
"modification/yak-7b_ro-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";"RO-82";;
"modification/yak-7b_ro-82/desc";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";"Allows the installation of 6 unguided RS-82 rockets.";;
"modification/yak3p_mod";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";"Yak-3P";;
"modification/yak3p_mod/desc";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";"Armament by Yak-3P standard, 3x 20mm cannons.";;
"modification/yak9p_n37_mod";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";;
"modification/yak9p_n37_mod/desc";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";;
"modification/yak9p_ns23_mod";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";"NS-23 cannon";;
"modification/yak9p_ns23_mod/desc";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";"Allows the installation of 23mm NS-23 cannon.";;
"modification/yak9p_ns45_mod";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";;
"modification/yak9p_ns45_mod/desc";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";"Allows the installation of 45mm NS-23 cannon.";;
"modification/yak9ut_n37_mod";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";"N-37 cannon";;
"modification/yak9ut_n37_mod/desc";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";"Allows the installation of 37mm N-37 cannon.";;
"modification/yak9ut_ns45_mod";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";"NS-45 cannon";;
"modification/yak9ut_ns45_mod/desc";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";"Allows the installation of 45mm NS-45 cannon.";;
"modification/zb_360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";"ZB-360";;
"modification/zb_360/desc";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";"Allows the installation of ZB-360 fire bombs.";;
"modification/zb_500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";"ZB-500";;
"modification/zb_500/desc";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";"Allows the installation of ZB-500 fire bombs.";;
"modification/fr_aj_168/desc";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Возможность устанавливать управляемые ракеты AJ.168.";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Возможность устанавливать управляемые ракеты AJ.168.";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Возможность устанавливать управляемые ракеты AJ.168.";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";"Allows the installation of AJ.168 guided missiles..";;
"modification/fr_aj_168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";"AJ.168";;
